"Woningtype";"Bouwjaarklasse";"Perioden";"Regio's";"Beginstand woningvoorraad (aantal)";"Gemiddelde oppervlakte (m2)"
"Meergezinswoning";"2015 tot 2025";"2021";"Zuidoost-Noord-Brabant (CR)";5845;68
"Meergezinswoning";"2015 tot 2025";"2021";"Noord-Limburg (CR)";868;80
"Meergezinswoning";"2015 tot 2025";"2021";"Midden-Limburg (CR)";879;102
"Meergezinswoning";"2015 tot 2025";"2021";"Zuid-Limburg (CR)";2024;74
"Meergezinswoning";"2015 tot 2025";"2021";"Flevoland (CR)";4838;68
"Meergezinswoning";"2015 tot 2025";"2021";"Niet in te delen (CR)";0;
"Meergezinswoning";"2015 tot 2025";"2021";"Amsterdam";26913;58
"Meergezinswoning";"2015 tot 2025";"2021";"'s-Gravenhage (gemeente)";7569;66
"Meergezinswoning";"2015 tot 2025";"2021";"Rotterdam";3350;71
"Meergezinswoning";"2015 tot 2025";"2021";"Utrecht (gemeente)";8461;59
